emi_id,member_id,plan_id,group_id,plan_emi,emi_no,total_emi,emi_status,divident,slot_number,gst_percentage,plan_emi_after_gst,is_gst_included,gst_amount,is_chit_taken,chit_amount,chit_emi_months,chit_emi,return_chit_amount,return_factor,chit_interest,return_chit_amount_final,chit_status,revised_emi,is_emi_due,penality_amount,rate_of_interest,after_penality_amount,revised_emi_after_penality,is_partial_payment,partial_paid_amount,amount_due,emi_month,mode,added_date,update_date
107,8,6,9,10000,3,10,due,,102201L604,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:33:39","0000-00-00 00:00:00"
108,8,6,9,10000,4,10,due,,102201L604,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:33:39","0000-00-00 00:00:00"
109,8,6,9,10000,5,10,due,,102201L604,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:33:39","0000-00-00 00:00:00"
110,8,6,9,10000,6,10,due,,102201L604,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:33:39","0000-00-00 00:00:00"
111,8,6,9,10000,7,10,due,,102201L604,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:33:39","0000-00-00 00:00:00"
112,8,6,9,10000,8,10,due,,102201L604,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:33:39","0000-00-00 00:00:00"
113,8,6,9,10000,9,10,due,,102201L604,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:33:39","0000-00-00 00:00:00"
114,8,6,9,10000,10,10,due,,102201L604,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:33:39","0000-00-00 00:00:00"
115,2,6,9,10000,1,10,due,,102201L605,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:33:42","0000-00-00 00:00:00"
116,2,6,9,10000,2,10,due,,102201L605,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:33:42","0000-00-00 00:00:00"
117,2,6,9,10000,3,10,due,,102201L605,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:33:42","0000-00-00 00:00:00"
118,2,6,9,10000,4,10,due,,102201L605,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:33:42","0000-00-00 00:00:00"
119,2,6,9,10000,5,10,due,,102201L605,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:33:42","0000-00-00 00:00:00"
120,2,6,9,10000,6,10,due,,102201L605,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:33:42","0000-00-00 00:00:00"
121,2,6,9,10000,7,10,due,,102201L605,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:33:42","0000-00-00 00:00:00"
122,2,6,9,10000,8,10,due,,102201L605,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:33:42","0000-00-00 00:00:00"
123,2,6,9,10000,9,10,due,,102201L605,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:33:42","0000-00-00 00:00:00"
124,2,6,9,10000,10,10,due,,102201L605,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:33:42","0000-00-00 00:00:00"
125,6,6,9,10000,1,10,due,,102201L606,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:33:45","0000-00-00 00:00:00"
126,6,6,9,10000,2,10,due,,102201L606,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:33:45","0000-00-00 00:00:00"
127,6,6,9,10000,3,10,due,,102201L606,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:33:45","0000-00-00 00:00:00"
128,6,6,9,10000,4,10,due,,102201L606,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:33:45","0000-00-00 00:00:00"
129,6,6,9,10000,5,10,due,,102201L606,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:33:45","0000-00-00 00:00:00"
130,6,6,9,10000,6,10,due,,102201L606,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:33:45","0000-00-00 00:00:00"
131,6,6,9,10000,7,10,due,,102201L606,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:33:45","0000-00-00 00:00:00"
132,6,6,9,10000,8,10,due,,102201L606,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:33:45","0000-00-00 00:00:00"
133,6,6,9,10000,9,10,due,,102201L606,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:33:45","0000-00-00 00:00:00"
134,6,6,9,10000,10,10,due,,102201L606,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:33:45","0000-00-00 00:00:00"
135,1,6,9,10000,1,10,paid,,102201L607,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:33:48","0000-00-00 00:00:00"
136,1,6,9,10000,2,10,due,,102201L607,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:33:48","0000-00-00 00:00:00"
137,1,6,9,10000,3,10,due,,102201L607,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:33:48","0000-00-00 00:00:00"
138,1,6,9,10000,4,10,due,,102201L607,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:33:48","0000-00-00 00:00:00"
139,1,6,9,10000,5,10,due,,102201L607,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:33:48","0000-00-00 00:00:00"
140,1,6,9,10000,6,10,due,,102201L607,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:33:48","0000-00-00 00:00:00"
141,1,6,9,10000,7,10,due,,102201L607,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:33:48","0000-00-00 00:00:00"
142,1,6,9,10000,8,10,due,,102201L607,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:33:48","0000-00-00 00:00:00"
143,1,6,9,10000,9,10,due,,102201L607,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:33:48","0000-00-00 00:00:00"
144,1,6,9,10000,10,10,due,,102201L607,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:33:48","0000-00-00 00:00:00"
145,5,6,9,10000,1,10,due,,102201L608,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:33:52","0000-00-00 00:00:00"
146,5,6,9,10000,2,10,due,,102201L608,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:33:52","0000-00-00 00:00:00"
147,5,6,9,10000,3,10,due,,102201L608,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:33:52","0000-00-00 00:00:00"
148,5,6,9,10000,4,10,due,,102201L608,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:33:52","0000-00-00 00:00:00"
149,5,6,9,10000,5,10,due,,102201L608,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:33:52","0000-00-00 00:00:00"
150,5,6,9,10000,6,10,due,,102201L608,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:33:52","0000-00-00 00:00:00"
151,5,6,9,10000,7,10,due,,102201L608,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:33:52","0000-00-00 00:00:00"
152,5,6,9,10000,8,10,due,,102201L608,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:33:52","0000-00-00 00:00:00"
153,5,6,9,10000,9,10,due,,102201L608,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:33:52","0000-00-00 00:00:00"
154,5,6,9,10000,10,10,due,,102201L608,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:33:52","0000-00-00 00:00:00"
155,1,6,9,10000,1,10,paid,,102201L609,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:33:56","0000-00-00 00:00:00"
156,1,6,9,10000,2,10,due,,102201L609,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:33:56","0000-00-00 00:00:00"
157,1,6,9,10000,3,10,due,,102201L609,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:33:56","0000-00-00 00:00:00"
158,1,6,9,10000,4,10,due,,102201L609,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:33:56","0000-00-00 00:00:00"
159,1,6,9,10000,5,10,due,,102201L609,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:33:56","0000-00-00 00:00:00"
160,1,6,9,10000,6,10,due,,102201L609,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:33:56","0000-00-00 00:00:00"
161,1,6,9,10000,7,10,due,,102201L609,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:33:56","0000-00-00 00:00:00"
162,1,6,9,10000,8,10,due,,102201L609,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:33:56","0000-00-00 00:00:00"
163,1,6,9,10000,9,10,due,,102201L609,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:33:56","0000-00-00 00:00:00"
164,1,6,9,10000,10,10,due,,102201L609,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:33:56","0000-00-00 00:00:00"
165,6,6,9,10000,1,10,due,,102201L610,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:34:01","0000-00-00 00:00:00"
166,6,6,9,10000,2,10,due,,102201L610,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:34:01","0000-00-00 00:00:00"
167,6,6,9,10000,3,10,due,,102201L610,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:34:01","0000-00-00 00:00:00"
168,6,6,9,10000,4,10,due,,102201L610,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:34:01","0000-00-00 00:00:00"
169,6,6,9,10000,5,10,due,,102201L610,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:34:01","0000-00-00 00:00:00"
170,6,6,9,10000,6,10,due,,102201L610,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:34:01","0000-00-00 00:00:00"
171,6,6,9,10000,7,10,due,,102201L610,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:34:01","0000-00-00 00:00:00"
172,6,6,9,10000,8,10,due,,102201L610,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:34:01","0000-00-00 00:00:00"
173,6,6,9,10000,9,10,due,,102201L610,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:34:01","0000-00-00 00:00:00"
174,6,6,9,10000,10,10,due,,102201L610,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:34:01","0000-00-00 00:00:00"
175,2,6,10,10000,1,10,due,,102201L6011,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:34:09","0000-00-00 00:00:00"
176,2,6,10,10000,2,10,due,,102201L6011,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:34:09","0000-00-00 00:00:00"
177,2,6,10,10000,3,10,due,,102201L6011,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:34:09","0000-00-00 00:00:00"
178,2,6,10,10000,4,10,due,,102201L6011,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:34:09","0000-00-00 00:00:00"
179,2,6,10,10000,5,10,due,,102201L6011,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:34:09","0000-00-00 00:00:00"
180,2,6,10,10000,6,10,due,,102201L6011,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:34:09","0000-00-00 00:00:00"
181,2,6,10,10000,7,10,due,,102201L6011,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:34:09","0000-00-00 00:00:00"
182,2,6,10,10000,8,10,due,,102201L6011,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:34:09","0000-00-00 00:00:00"
183,2,6,10,10000,9,10,due,,102201L6011,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:34:09","0000-00-00 00:00:00"
184,2,6,10,10000,10,10,due,,102201L6011,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:34:09","0000-00-00 00:00:00"
185,2,6,10,10000,1,10,due,,102201L6012,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:34:17","0000-00-00 00:00:00"
186,2,6,10,10000,2,10,due,,102201L6012,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:34:17","0000-00-00 00:00:00"
187,2,6,10,10000,3,10,due,,102201L6012,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:34:17","0000-00-00 00:00:00"
188,2,6,10,10000,4,10,due,,102201L6012,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:34:17","0000-00-00 00:00:00"
189,2,6,10,10000,5,10,due,,102201L6012,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:34:17","0000-00-00 00:00:00"
190,2,6,10,10000,6,10,due,,102201L6012,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:34:17","0000-00-00 00:00:00"
191,2,6,10,10000,7,10,due,,102201L6012,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:34:17","0000-00-00 00:00:00"
192,2,6,10,10000,8,10,due,,102201L6012,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:34:17","0000-00-00 00:00:00"
193,2,6,10,10000,9,10,due,,102201L6012,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:34:17","0000-00-00 00:00:00"
194,2,6,10,10000,10,10,due,,102201L6012,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:34:17","0000-00-00 00:00:00"
195,1,6,10,10000,1,10,paid,,102201L620,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:34:49","0000-00-00 00:00:00"
196,1,6,10,10000,2,10,due,,102201L620,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:34:49","0000-00-00 00:00:00"
197,1,6,10,10000,3,10,due,,102201L620,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:34:49","0000-00-00 00:00:00"
198,1,6,10,10000,4,10,due,,102201L620,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:34:49","0000-00-00 00:00:00"
199,1,6,10,10000,5,10,due,,102201L620,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:34:49","0000-00-00 00:00:00"
200,1,6,10,10000,6,10,due,,102201L620,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:34:49","0000-00-00 00:00:00"
201,1,6,10,10000,7,10,due,,102201L620,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:34:49","0000-00-00 00:00:00"
202,1,6,10,10000,8,10,due,,102201L620,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:34:49","0000-00-00 00:00:00"
203,1,6,10,10000,9,10,due,,102201L620,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:34:49","0000-00-00 00:00:00"
204,1,6,10,10000,10,10,due,,102201L620,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:34:49","0000-00-00 00:00:00"
205,1,6,10,10000,1,10,paid,,102201L6013,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:34:55","0000-00-00 00:00:00"
206,1,6,10,10000,2,10,due,,102201L6013,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:34:55","0000-00-00 00:00:00"
207,1,6,10,10000,3,10,due,,102201L6013,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:34:55","0000-00-00 00:00:00"
208,1,6,10,10000,4,10,due,,102201L6013,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:34:55","0000-00-00 00:00:00"
209,1,6,10,10000,5,10,due,,102201L6013,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:34:55","0000-00-00 00:00:00"
210,1,6,10,10000,6,10,due,,102201L6013,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:34:55","0000-00-00 00:00:00"
211,1,6,10,10000,7,10,due,,102201L6013,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:34:55","0000-00-00 00:00:00"
212,1,6,10,10000,8,10,due,,102201L6013,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:34:55","0000-00-00 00:00:00"
213,1,6,10,10000,9,10,due,,102201L6013,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:34:55","0000-00-00 00:00:00"
